texto_diario,emocion_principal,label
i feel kind of dumb for saying this but i was just upset at how much strength i lost during the last few months,sadness,1
i feel thankful that each and everyday he burns in me this way letting me know that in the darkness of the life i have once led under my parents he has risen to show me that i did nothing wrong,joy,0
i really feel quite honoured to represent my country,joy,0
ive been coughing for the past few days now and my stomach muscles are definitely feeling rather tender the sore throat is a new development as is the runny nose,love,4
i feel like a failure of a parent which add that to the emotional rollercoaster of having to have an unplanned c section and well some days i feel like i have just failed from the beginning,sadness,1
i suppose we had these moments of feeling vulnerable together and we laughed a lot and i felt very alive,fear,2
i didn t mean to sound as though i feel offended i meant it as a joke guess people didn t get it haha,anger,3
i have been trying to come to terms with my own emotionally damaged thinking but now i almost feel convinced that my thoughts are full of validity,joy,0
i cant help feeling like specifically my weight loss plight however successful is boring,joy,0
i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,joy,0
i definitely recommend this for anyone who is feeling depressed or anxious,sadness,1
i feel i m being truthful,joy,0
i feel a mad connection with your body and this is how i decided to kick off side a,anger,3
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger,3
i do love the inverted suspension though its the only one that makes me feel graceful and elegant and sexy,joy,0
i feel kind of insecure here anyways back to doha,fear,2
i am feeling needy needing you so needing your love by the grove,sadness,1
i was feeling discouraged at this point,sadness,1
i dont know why but i feel emotionally assaulted by this fact,fear,2
i was already feeling kind of frantic and upset because im spending another year in that god forsaken school,fear,2
i don t feel that he is supportive or encouraging to me,love,4
i feel really comfortable in them,joy,0
i feel free exhilarated,joy,0
i feel heartbroken and sad,sadness,1
i feel violent and crazy and i feel myself slowly losing patience,anger,3
i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing,joy,0
i do love air at alton towers though i feel like im flying its a lovely free feeling though to be fair if any bird flew as fast randomly and upside as that rollercoaster i think it would end up beak first into the nearest tree,love,4
i tell people it feels like i am trying to convince people i am innocent but no one believes me,joy,0
i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it again,surprise,5
i feel so appreciative to have my life to live,joy,0
i feel helpless and hopeless because i feel like i am not in control over my own life even though in all actuality i totally am,sadness,1
i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing,joy,0
